isin,name,full_name,issuer_name,sources
RU000A102LF6,ПионЛизБП4,Пионер-Лизинг БО-П04,Пионер-лизинг,"corpbonds,tbank"
RU000A1006C3,ПионЛизБП2,Пионер-Лизинг БО-П02,Пионер-лизинг,"corpbonds,tbank"
RU000A1090H6,ПионЛизБО6,Пионер-Лизинг БО6,Пионер-лизинг,"corpbonds,tbank"
RU000A10B4T4,ПионЛизБО7,Пионер-Лизинг БО7,Пионер-лизинг,"corpbonds,tbank"
RU000A1006X9,СГБ 01,СЕВЕРГАЗБАНК 01,БАНК СГБ,corpbonds
RU000A1006Y7,СГБ 02,СЕВЕРГАЗБАНК 02,БАНК СГБ,corpbonds
RU000A1006Z4,СГБ 03,СЕВЕРГАЗБАНК 03,БАНК СГБ,corpbonds
RU000A100725,БрайтФ БП1,Брайт Финанс ООО БО-П01,Брайт Финанс,corpbonds
RU000A1007H0,Славнеф1Р2,Славнефть БО 001Р-02,Славнефть НГК,corpbonds
RU000A1013U1,Славнеф1Р3,Славнефть БО 001Р-03,Славнефть НГК,corpbonds
RU000A101T64,Славнеф1Р1,Славнефть БО 001Р-01,Славнефть НГК,corpbonds
RU000A104WF9,Славнеф2Р4,Славнефть БО 002Р-04,Славнефть НГК,"corpbonds,tbank"
RU000A1043J1,Славнеф2Р3,Славнефть БО 002Р-03,Славнефть НГК,corpbonds
RU000A103PD0,Славнеф2Р1,Славнефть БО 002Р-01,Славнефть НГК,corpbonds
RU000A103PG3,Славнеф2Р2,Славнефть БО 002Р-02,Славнефть НГК,corpbonds
RU000A108ZH9,Славнеф2Р5,Славнефть БО 002Р-05,Славнефть НГК,"corpbonds,tbank"
RU000A1007Q1,АВНГРДБ1P2,АВАНГАРД АКБ ПАО БО-001P-02,"ПАО АКБ ""АВАНГАРД""",corpbonds
RU000A1007U3,АРАГОН БП1,АРАГОН ООО БО-П01,Арагон,corpbonds
RU000A100ME1,АРАГОН БП2,АРАГОН ООО БО-П02,Арагон,corpbonds
RU000A0JXQQ9,АРАГОН об,ООО АРАГОН об.,Арагон,corpbonds
RU000A1008L0,СеверстБ07,Северсталь ПАО БО-07,Северсталь,corpbonds
RU000A1008W7,СеверстБ06,Северсталь ПАО БО-06,Северсталь,"corpbonds,tbank"
RU000A1008V9,РОСНАНО 8,РОСНАНО АО 08,РОСНАНО,"corpbonds,tbank"
RU000A101EW8,РОСНАН2P2,РОСНАНО АО БО-002P-02,РОСНАНО,corpbonds
RU000A1009A1,Мегафон2P2,МегаФон ПАО БО-002P-02,МегаФон,corpbonds
RU000A10BFZ2,Мегафон2Р9,МегаФон ПАО БО-002Р-09,МегаФон,"corpbonds,tbank"
RU000A10BG05,Мегафон2Р8,МегаФон ПАО БО-002Р-08,МегаФон,"corpbonds,tbank"
RU000A1094E5,Мегафон2P6,МегаФон ПАО БО-002P-06,МегаФон,"corpbonds,tbank"
RU000A108Q94,Мегафон2P5,МегаФон ПАО БО-002P-05,МегаФон,"corpbonds,tbank"
RU000A108QA3,Мегафон2P4,МегаФон ПАО БО-002P-04,МегаФон,"corpbonds,tbank"
RU000A109SZ4,Мегафон2P7,МегаФон ПАО БО-002P-07,МегаФон,"corpbonds,tbank"
RU000A1084E6,О'КЕЙ Б1Р6,О'КЕЙ ООО БО 001Р-06,О`КЕЙ,"corpbonds,tbank"
RU000A10B2J9,О'КЕЙ Б1Р7,О'КЕЙ ООО БО 001Р-07,О`КЕЙ,"corpbonds,tbank"
RU000A1009Z8,О'КЕЙ Б1Р2,"""О'КЕЙ"" ООО БО 001Р-02",О`КЕЙ,"corpbonds,tbank"
RU000A102BK7,О'КЕЙ Б1Р4,"""О'КЕЙ"" ООО БО 001Р-04",О`КЕЙ,"corpbonds,tbank"
RU000A106AH6,О'КЕЙ Б1Р5,О'КЕЙ ООО БО 001Р-05,О`КЕЙ,"corpbonds,tbank"
RU000A10CCN3,О'КЕЙ Б1Р8,О'КЕЙ ООО БО 001Р-08,О`КЕЙ,"corpbonds,tbank"
RU000A10CSG3,МЕТИН2P02,МЕТАЛЛОИНВЕСТ 002P-02,Металлоинвест ХК,"corpbonds,tbank"
RU000A10BQD6,МЕТАЛИНP14,МЕТАЛЛОИНВЕСТ 001P-14,Металлоинвест ХК,"corpbonds,tbank"
RU000A10C725,МЕТИН2P01,МЕТАЛЛОИНВЕСТ 002P-01,Металлоинвест ХК,"corpbonds,tbank"
RU000A105M75,МЕТАЛИН1P3,МЕТАЛЛОИНВЕСТ 001P-03,Металлоинвест ХК,"corpbonds,tbank"
RU000A105W08,МЕТАЛИН1P4,МЕТАЛЛОИНВЕСТ 001P-04,Металлоинвест ХК,"corpbonds,tbank"
RU000A1057D4,МЕТАЛИН1P2,МЕТАЛЛОИНВЕСТ 001P-02,Металлоинвест ХК,"corpbonds,tbank"
RU000A105A04,МЕТАЛИН028,МЕТАЛЛОИНВЕСТ 028,Металлоинвест ХК,"corpbonds,tbank"
RU000A101EF3,МЕТАЛИНБ04,МЕТАЛЛОИНВЕСТ БО-04,Металлоинвест ХК,"corpbonds,tbank"
RU000A100B73,МЕТАЛИНБ09,МЕТАЛЛОИНВЕСТ БО-09,Металлоинвест ХК,corpbonds
RU000A10B4D8,МЕТАЛИНP13,МЕТАЛЛОИНВЕСТ 001P-13,Металлоинвест ХК,"corpbonds,tbank"
RU000A10AU99,МЕТАЛН1P10,МЕТАЛЛОИНВЕСТ 001P-10,Металлоинвест ХК,"corpbonds,tbank"
RU000A10AYY8,МЕТАЛИНP11,МЕТАЛЛОИНВЕСТ 001P-11,Металлоинвест ХК,"corpbonds,tbank"
RU000A10B0C8,МЕТАЛИНP12,МЕТАЛЛОИНВЕСТ 001P-12,Металлоинвест ХК,"corpbonds,tbank"
RU000A10AFX9,sМЕТАЛИ1P9,МЕТАЛЛОИНВЕСТ 001P-09,Металлоинвест ХК,"corpbonds,tbank"
RU000A1071S3,МЕТАЛИН1P5,МЕТАЛЛОИНВЕСТ 001P-05,Металлоинвест ХК,"corpbonds,tbank"
RU000A1079S6,МЕТАЛИН1P6,МЕТАЛЛОИНВЕСТ 001P-06,Металлоинвест ХК,"corpbonds,tbank"
RU000A107K18,МЕТАЛИН1P7,МЕТАЛЛОИНВЕСТ 001P-07,Металлоинвест ХК,corpbonds
RU000A108WY1,МЕТАЛИН1P8,МЕТАЛЛОИНВЕСТ 001P-08,Металлоинвест ХК,"corpbonds,tbank"
RU000A100EV2,iУОМЗ Б-П1,УОМЗ ПО АО БО-П01,УОМЗ ПО,corpbonds
RU000A102HU3,iУОМЗ Б-П2,УОМЗ ПО АО БО-П02,УОМЗ ПО,corpbonds
RU000A104US6,iУОМЗ Б-4,УОМЗ ПО АО БО-04,УОМЗ ПО,corpbonds
RU000A106CL4,iУОМЗ Б-5,УОМЗ ПО АО БО-05,УОМЗ ПО,corpbonds
RU000A105WR1,АЗБУКАВКП2,АЗБУКА ВКУСА БОП2,Городской супермаркет,"corpbonds,tbank"
RU000A100HE1,АЗБУКАВКП1,АЗБУКА_ВКУСА_БОП1,Городской супермаркет,"corpbonds,tbank"
RU000A109825,АЗБУКАВКП3,АЗБУКА ВКУСА БОП3,Городской супермаркет,"corpbonds,tbank"
RU000A100PB0,ЖКХРСЯ БО1,ГУП ЖКХ РС (Я) БО-01,ЖКХ РС(Я),"corpbonds,tbank"
RU000A100Q35,ПР-Лиз 1P3,ПР-Лизинг ООО БО 001Р-03,ПР-Лизинг,"corpbonds,tbank"
RU000A1022E6,ПР-Лиз 2P1,ПР-Лизинг ООО БО 002Р-01,ПР-Лизинг,"corpbonds,tbank"
RU000A106EP1,ПР-Лиз 2P2,ПР-Лизинг ООО БО 002Р-02,ПР-Лизинг,"corpbonds,tbank"
RU000A10CJ92,ПР-Лиз 2P3,ПР-Лизинг ООО БО 002Р-03,ПР-Лизинг,"corpbonds,tbank"
RU000A100TB2,ПНППК 1P01,ПНППК 001P-01,ПНППК,corpbonds
RU000A100VG7,СУЭК-Ф1P3R,СУЭК-Финанс 001Р-03R,СУЭК-Финанс,"corpbonds,tbank"
RU000A101CQ4,СУЭК-Ф1P5R,СУЭК-Финанс 001Р-05R,СУЭК-Финанс,"corpbonds,tbank"
RU000A102986,СУЭК-Ф1P6R,СУЭК-Финанс 001Р-06R,СУЭК-Финанс,"corpbonds,tbank"
RU000A1064Y6,СУЭК-Ф1P7R,СУЭК-Финанс 001Р-07R,СУЭК-Финанс,corpbonds
RU000A106D59,МБЭС 2P-01,Межд.Банк Эк.Сотруд. 002P-01,МБЭС,corpbonds
RU000A100VX2,МБЭС 1P-01,Межд.Банк Эк.Сотруд. 001P-01,МБЭС,"corpbonds,tbank"
RU000A101RJ7,МБЭС 1P-02,Межд.Банк Эк.Сотруд. 001P-02,МБЭС,"corpbonds,tbank"
RU000A108Q03,МБЭС 2P-03,Межд.Банк Эк.Сотруд. 002P-03,МБЭС,"corpbonds,tbank"
RU000A107DS5,МБЭС 2P-02,Межд.Банк Эк.Сотруд. 002P-02,МБЭС,"corpbonds,tbank"
RU000A10CC99,МБЭС 2P-04,Межд.Банк Эк.Сотруд. 002P-04,МБЭС,"corpbonds,tbank"
RU000A107PA7,PolyusZL1,Полюс 001PLZL-01,Полюс,corpbonds
RU000A108P79,ПолюсЗО28Д,Полюс ЗО28-Д,Полюс,"corpbonds,tbank"
RU000A108L81,Полюс Б1P4,Полюс ПБО-04,Полюс,"corpbonds,tbank"
RU000A1054W1,Полюс Б1P2,Полюс ПБО-02,Полюс,"corpbonds,tbank"
RU000A100XC2,Полюс Б1P1,Полюс ПБО-01,Полюс,"corpbonds,tbank"
RU000A105VC5,Полюс Б1P3,Полюс ПБО-03,Полюс,"corpbonds,tbank"
RU000A109E71,ТрансКо2P1,ТрансКонтейнер П02-01,ТрансКонтейнер,"corpbonds,tbank"
RU000A100ZD5,РосcетУрБ4,Россети Урал БО-04,Россети Урал,corpbonds
RU000A100ZF0,РосcетУрБ3,Россети Урал БО-03,Россети Урал,corpbonds
RU000A102T63,ЛСР БО 1Р6,Группа ЛСР ПАО БО 001Р-06,Группа ЛСР,"corpbonds,tbank"
RU000A106888,ЛСР БО 1Р8,Группа ЛСР ПАО БО 001Р-08,Группа ЛСР,"corpbonds,tbank"
RU000A103PX8,ЛСР БО 1Р7,Группа ЛСР ПАО БО 001Р-07,Группа ЛСР,"corpbonds,tbank"
RU000A1082X0,ЛСР БО 1Р9,Группа ЛСР ПАО БО 001Р-09,Группа ЛСР,"corpbonds,tbank"
RU000A10B0B0,ЛСР БО1Р10,Группа ЛСР ПАО БО 001Р-10,Группа ЛСР,"corpbonds,tbank"
RU000A10CKY3,ЛСР БО1Р11,Группа ЛСР ПАО БО 001Р-11,Группа ЛСР,"corpbonds,tbank"
RU000A10BBE6,Новотр 1Р6,ХК Новотранс 001P-06,Новотранс ХК,"corpbonds,tbank"
RU000A107W06,Новотр 1Р5,ХК Новотранс 001P-05,Новотранс ХК,"corpbonds,tbank"
RU000A105CM4,Новотр 1Р3,ХК Новотранс 001P-03,Новотранс ХК,"corpbonds,tbank"
RU000A106SP1,Новотр 1Р4,ХК Новотранс 001P-04,Новотранс ХК,"corpbonds,tbank"
RU000A103133,Новотр 1Р2,ХК Новотранс 001P-02,Новотранс ХК,"corpbonds,tbank"
RU000A102GU5,НоваБевБП4,НоваБев Групп 002P БО-П04,НоваБев Групп,"corpbonds,tbank"
RU000A104Y15,НоваБевБП5,НоваБев Групп 002P БО-П05,НоваБев Групп,"corpbonds,tbank"
RU000A108CA3,НоваБевБП6,НоваБев Групп 002P БО-П06,НоваБев Групп,"corpbonds,tbank"
RU000A1099A2,НоваБевБП7,НоваБев Групп 002P БО-П07,НоваБев Групп,"corpbonds,tbank"
RU000A10CSQ2,НоваБев3Р1,НоваБев Групп 003Р-01,НоваБев Групп,"corpbonds,tbank"
RU000A10B7H2,"Апт36,62P2","Аптечная сеть 36,6 002P-02",Аптечная сеть 36.6,"corpbonds,tbank"
RU000A1015T8,"Апт36,61P1","Аптечная сеть 36,6 001P-01",Аптечная сеть 36.6,corpbonds
RU000A101T72,"Апт36,62P1","Аптечная сеть 36,6 002P-01",Аптечная сеть 36.6,corpbonds
RU000A105146,ПИК К 1P5,ПИК-Корпорация 001Р-05,ПИК-Корпорация,"corpbonds,tbank"
RU000A102LR1,ТомскАдм 8,Адм. г.Томск 34008,Томск Адм,"corpbonds,tbank"
RU000A10A6J1,ТомскАдм 9,Адм. г.Томск 34009,Томск Адм,"corpbonds,tbank"
RU000A1038D4,ТрансмхПБ6,Трансмашхолдинг АО ПБО-06,Трансмашхолдинг,"corpbonds,tbank"
RU000A106CU5,ТрансмхПБ7,Трансмашхолдинг АО ПБО-07,Трансмашхолдинг,"corpbonds,tbank"
RU000A107P62,СибКХП 1P2,Сибирский КХП 001P-02,Сибирский КХП,"corpbonds,tbank"
RU000A10BRN3,СибКХП 1P4,Сибирский КХП 001P-04,Сибирский КХП,"corpbonds,tbank"
RU000A10BHX3,СибКХП 1P3,Сибирский КХП 001P-03,Сибирский КХП,"corpbonds,tbank"
RU000A107DP1,РСетиМР1Р5,ПАО Россети Моск.рег. БО1Р05,Россети МосковскРегион,"corpbonds,tbank"
RU000A108P61,РСетиМР1P6,ПАО Россети Моск.рег. БО1Р06,Россети МосковскРегион,"corpbonds,tbank"
RU000A109S91,РСетиМР1P7,ПАО Россети Моск.рег. БО1Р07,Россети МосковскРегион,"corpbonds,tbank"
RU000A10AFW1,РСетиМР1P8,ПАО Россети Моск.рег. БО1Р08,Россети МосковскРегион,"corpbonds,tbank"
RU000A10AYM3,УрКаПБО7P,Уралкалий ПАО ПБО-07-P,Уралкалий,corpbonds
RU000A109SH2,АЛРОСА1Р2,АЛРОСА 001Р-02,Алроса АК,"corpbonds,tbank"
RU000A109L49,АЛРОСА1Р1,АЛРОСА 001Р-01,Алроса АК,"corpbonds,tbank"
RU000A108TV3,АЛРОCЗ027Д,АЛРОСА З027-Д,Алроса АК,"corpbonds,tbank"
RU000A10BJ02,АЛРОСА1Р3,АЛРОСА 001Р-03,Алроса АК,"corpbonds,tbank"
RU000A102TR4,РитйлБФ1P2,Ритейл Бел Финанс 001P-02,Ритейл Бел Финанс,"corpbonds,tbank"
RU000A102TA0,Росагрл1Р2,Росагролизинг 001P-02,Росагролизинг,"corpbonds,tbank"
RU000A103QL1,Росагрл1Р3,Росагролизинг 001P-03,Росагролизинг,"corpbonds,tbank"
RU000A108KT6,Росагрл2Р1,Росагролизинг 002P-01,Росагролизинг,"corpbonds,tbank"
RU000A109DT9,Росагрл2Р3,Росагролизинг 002P-03,Росагролизинг,"corpbonds,tbank"
RU000A107DM8,Росагрл1Р4,Росагролизинг 001P-04,Росагролизинг,"corpbonds,tbank"
RU000A108447,Росагрл1Р5,Росагролизинг 001P-05,Росагролизинг,"corpbonds,tbank"
RU000A10AYJ9,Росагрл2Р5,Росагролизинг 002P-05,Росагролизинг,corpbonds
RU000A10CS91,Росагрл2Р4,Росагролизинг 002P-04,Росагролизинг,"corpbonds,tbank"
RU000A102UZ5,КировЗд1Р2,Кировский завод 1P2,Кировский ЗдСпб,"corpbonds,tbank"
RU000A10AT27,ИКС5Ф3P10,ИКС 5 ФИНАНС 003P-10,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10AT19,ИКС5Фин3P9,ИКС 5 ФИНАНС 003P-09,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10AP21,ИКС5Фин3P8,ИКС 5 ФИНАНС 003P-08,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10AT35,ИКС5Ф3P11,ИКС 5 ФИНАНС 003P-11,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10AHA3,ИКС5Фин3P7,ИКС 5 ФИНАНС 003P-07,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A107WL0,ИКС5Фин3P4,ИКС 5 ФИНАНС 003P-04,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A107AJ0,ИКС5Фин3P3,ИКС 5 ФИНАНС 003P-03,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A1075S4,ИКС5Фин3P2,ИКС 5 ФИНАНС 003Р-02,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A108LU2,ИКС5Фин3P5,ИКС 5 ФИНАНС 003P-05,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10CSX8,ИКС5Фи3P14,ИКС 5 ФИНАНС 003P-14,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10C5Y0,ИКС5Фи3P13,ИКС 5 ФИНАНС 003P-13,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A10BUK3,ИКС5Фи3P12,ИКС 5 ФИНАНС 003P-12,ИКС 5 ФИНАНС,"corpbonds,tbank"
RU000A106JZ9,БСК 1Р-03,Башкирская содовая 001Р-03,БашкирскаяСодоваяКомп,"corpbonds,tbank"
RU000A101WR0,ОГК-2 2Р01,ОГК-2 002P-01,ОГК-2,corpbonds
RU000A101XD8,iMT_FREE01,МаксимаТелеком БО-П01,МаксимаТелеком,"corpbonds,tbank"
RU000A106R79,ЭНИКА 1Р04,ЭНЕРГОНИКА 001Р-04,Энергоника,"corpbonds,tbank"
RU000A103604,ЭНИКА 1Р02,ЭНЕРГОНИКА 001Р-02,Энергоника,corpbonds
RU000A105492,ЭНИКА 1Р03,ЭНЕРГОНИКА 001Р-03,Энергоника,"corpbonds,tbank"
RU000A10A4C1,ЭНИКА 1Р05,ЭНЕРГОНИКА 001Р-05,Энергоника,"corpbonds,tbank"
RU000A10BNK8,ЭНИКА 1Р06,ЭНЕРГОНИКА 001Р-06,Энергоника,"corpbonds,tbank"
RU000A105591,НКК 13,Новая концесс. компания 13,НоваяКонцессионКомп,corpbonds
RU000A1021F5,НКК 11,Новая концесс. компания 11,НоваяКонцессионКомп,corpbonds
RU000A102RB2,НКК 12,Новая концесс. компания 12,НоваяКонцессионКомп,corpbonds
RU000A1021G3,РВК-Ин1Р01,РВК-Инвест 001P-01,РВК-Инвест,corpbonds
RU000A1032X5,ТЕХЛиз 1P4,ТЕХНО Лизинг 001P-04,Техно Лизинг,"corpbonds,tbank"
RU000A103TS0,ТЕХЛиз 1P5,ТЕХНО Лизинг 001P-05,Техно Лизинг,"corpbonds,tbank"
RU000A10BBG1,ТЕХЛиз 1P7,ТЕХНО Лизинг 001Р-07,Техно Лизинг,"corpbonds,tbank"
RU000A107FN1,ТЕХЛиз 1P6,ТЕХНО Лизинг 001Р-06,Техно Лизинг,"corpbonds,tbank"
RU000A102556,СЭЗ 1P2,СЭЗ им. С.Орджоникидзе 001Р-02,СЭЗ им.С.Орджоникидзе,"corpbonds,tbank"
RU000A1026H0,ГИДРОМАШБ3,ГИДРОМАШСЕРВИС АО БО-03,Гидромашсервис,"corpbonds,tbank"
RU000A105Q89,ГИДРОМАШ01,ГИДРОМАШСЕРВИС АО 001Р-01,Гидромашсервис,"corpbonds,tbank"
RU000A1089G0,ГИДРОМАШ02,ГИДРОМАШСЕРВИС АО 001Р-02,Гидромашсервис,"corpbonds,tbank"
RU000A10BQF1,ГИДРОМАШ03,ГИДРОМАШСЕРВИС АО 001Р-03,Гидромашсервис,"corpbonds,tbank"
RU000A10C5T0,ГИДРОМАШ04,ГИДРОМАШСЕРВИС АО 001Р-04,Гидромашсервис,"corpbonds,tbank"
RU000A10C5U8,ГИДРОМАШ05,ГИДРОМАШСЕРВИС АО 001Р-05,Гидромашсервис,"corpbonds,tbank"
RU000A10CJ84,СибСтекБ02,Сибирское Стекло БО-02,Сибстекло,"corpbonds,tbank"
RU000A107209,СибСтекП04,Сибирское Стекло БО-П04,Сибстекло,"corpbonds,tbank"
RU000A10ASF9,СибСтекБ01,Сибирское Стекло БО-01,Сибстекло,"corpbonds,tbank"
RU000A105C93,СибСтекП03,Сибирское Стекло БО-П03,Сибстекло,"corpbonds,tbank"
RU000A1060Y4,ВИС Ф БП03,ВИС ФИНАНС БО-П03,ВИС ФИНАНС,"corpbonds,tbank"
RU000A106EZ0,ВИС Ф БП04,ВИС ФИНАНС БО-П04,ВИС ФИНАНС,"corpbonds,tbank"
RU000A102952,ВИС Ф БП01,ВИС ФИНАНС БО-П01,ВИС ФИНАНС,"corpbonds,tbank"
RU000A10AV15,ВИС Ф БП07,ВИС ФИНАНС БО-П07,ВИС ФИНАНС,"corpbonds,tbank"
RU000A10B2T8,ВИС Ф БП08,ВИС ФИНАНС БО-П08,ВИС ФИНАНС,"corpbonds,tbank"
RU000A107D33,ВИС Ф БП05,ВИС ФИНАНС БО-П05,ВИС ФИНАНС,"corpbonds,tbank"
RU000A109KX6,ВИС Ф БП06,ВИС ФИНАНС БО-П06,ВИС ФИНАНС,"corpbonds,tbank"
RU000A10C634,ВИС Ф БП09,ВИС ФИНАНС БО-П09,ВИС ФИНАНС,"corpbonds,tbank"
RU000A1029A9,Росморп1Р1,ФГУП Росморпорт 001Р-01,Росморпорт,corpbonds
RU000A1029G6,КрасЯрск13,Администрация Красноярск 34013,Красноярск Адм,corpbonds
RU000A102BF7,Продкорп01,НК Продкорпорация 01,НК Продкорпорация,"corpbonds,tbank"
RU000A102G50,ВСК 1P-01R,Восточная Стивидор.Ком 1P-01R,ВосточнаяСК,"corpbonds,tbank"
RU000A106P06,ВСК 1P-04R,Восточная Стивидор.Ком 1P-04R,ВосточнаяСК,"corpbonds,tbank"
RU000A105KR6,ВСК 1P-03R,Восточная Стивидор.Ком 1P-03R,ВосточнаяСК,"corpbonds,tbank"
RU000A104362,ВСК 1P-02R,Восточная Стивидор.Ком 1P-02R,ВосточнаяСК,"corpbonds,tbank"
RU000A102H83,РенКредБО4,КБ Ренессанс Кредит БО-04,Ренессанс Кредит КБ,"corpbonds,tbank"
RU000A102RN7,РенКредБО6,КБ Ренессанс Кредит БО-06,Ренессанс Кредит КБ,"corpbonds,tbank"
RU000A102HA5,МСПБанкС01,МСП Банк С01,"АО ""МСП Банк""",corpbonds
RU000A109KV0,МСПБанк1P2,МСП Банк 001P-02,"АО ""МСП Банк""","corpbonds,tbank"
RU000A108RM6,МСПБанк1P1,МСП Банк 001P-01,"АО ""МСП Банк""",corpbonds
RU000A10CG79,МСПБанк3P2,МСП Банк 003P-02,"АО ""МСП Банк""","corpbonds,tbank"
RU000A104735,Пионер 1P6,ГК Пионер БО 001P-06,Пионер ГК,"corpbonds,tbank"
RU000A106UA9,СМАК БП02,СМАК БО-П02,СМАК ПК,corpbonds
RU000A102KT9,Краснод 20,Адм. города Краснодар 34003,Краснодар Адм,"corpbonds,tbank"
RU000A102LD1,ЧеркизБ1P4,ГруппаЧеркизово БО-001Р-04,Группа Черкизово,"corpbonds,tbank"
RU000A105M67,ЧеркизБ1P6,ГруппаЧеркизово БО-001Р-06,Группа Черкизово,"corpbonds,tbank"
RU000A105C28,ЧеркизБ1P5,ГруппаЧеркизово БО-001Р-05,Группа Черкизово,"corpbonds,tbank"
RU000A1094F2,ЧеркизБ1P7,ГруппаЧеркизово БО-001Р-07,Группа Черкизово,"corpbonds,tbank"
RU000A10B420,ЧеркизБ1P8,ГруппаЧеркизово БО-001Р-08,Группа Черкизово,"corpbonds,tbank"
RU000A10B4V0,ЧеркизБ2P1,ГруппаЧеркизово БО-002Р-01,Группа Черкизово,"corpbonds,tbank"
RU000A10C5F9,ЧеркизБ2P2,ГруппаЧеркизово БО-002P-02,Группа Черкизово,"corpbonds,tbank"
RU000A107L82,СовкомТ101,Совкомбанк Т1-01,ХКФ Банк,"corpbonds,tbank"
RU000A103760,СовкомБ04,Совкомбанк ООО БО-04,ХКФ Банк,"corpbonds,tbank"
RU000A102RF3,СовкомБ07,Совкомбанк БО-07,ХКФ Банк,"corpbonds,tbank"
RU000A102SM7,СДЭКГлБП01,СДЭК Глобал БО-П01,СДЭК-Глобал,"corpbonds,tbank"
RU000A102TK9,ЮСК02К,ЮСКДевелопмент 02К,"ООО ""ЮниСервис Капитал""",corpbonds
RU000A102VY6,АТОМ БП01,АТОМ БО-П01,Атомстройкомплекс-Строит,"corpbonds,tbank"
RU000A1067H4,sЛЕГЕНД2P1,ЛЕГЕНДА БО 002Р-01,Легенда,"corpbonds,tbank"
RU000A108PC1,ЛЕГЕНДА2P3,ЛЕГЕНДА БО 002Р-03,Легенда,"corpbonds,tbank"
RU000A10C6Y8,ЛЕГЕНДА2P5,ЛЕГЕНДА БО 002Р-05,Легенда,"corpbonds,tbank"
RU000A10C6Z5,ЛЕГЕНДА2P4,ЛЕГЕНДА БО 002Р-04,Легенда,"corpbonds,tbank"
RU000A109NF7,ЯТЭК 1P-4,ЯТЭК 001Р-04,ЯТЭК,"corpbonds,tbank"
RU000A1070L0,ЯТЭК 1P-3,ЯТЭК 001Р-03,ЯТЭК,"corpbonds,tbank"
RU000A10BBD8,ЯТЭК 1P-6,ЯТЭК 001Р-06,ЯТЭК,"corpbonds,tbank"
RU000A1033Z8,sМГор74-об,Гор.Обл.Займ Москвы 74 в.,Москва Правительство,"corpbonds,tbank"
RU000A1030T7,МГор73-об,Гор.Обл.Займ Москвы 73 в.,Москва Правительство,"corpbonds,tbank"
RU000A103K20,Маныч02,Маныч-Агро 02,Маныч-Агро,"corpbonds,tbank"
RU000A1034X1,ЛТрейд 1P3,Лизинг-Трейд 001P-03,Лизинг-Трейд,"corpbonds,tbank"
RU000A1053H4,ЛТрейд 1P5,Лизинг-Трейд 001P-05,Лизинг-Трейд,"corpbonds,tbank"
RU000A104XE0,ЛТрейд 1P4,Лизинг-Трейд 001P-04,Лизинг-Трейд,"corpbonds,tbank"
RU000A106987,ЛТрейд 1P8,Лизинг-Трейд 001P-08,Лизинг-Трейд,"corpbonds,tbank"
RU000A105WZ4,ЛТрейд 1P7,Лизинг-Трейд 001P-07,Лизинг-Трейд,"corpbonds,tbank"
RU000A105RF6,ЛТрейд 1P6,Лизинг-Трейд 001P-06,Лизинг-Трейд,"corpbonds,tbank"
RU000A106GB6,ЛТрейд 1P9,Лизинг-Трейд 001P-09,Лизинг-Трейд,"corpbonds,tbank"
RU000A107480,ЛТрейд1P10,Лизинг-Трейд 001P-10,Лизинг-Трейд,"corpbonds,tbank"
RU000A107NJ3,ЛТрейд1P11,Лизинг-Трейд 001P-11,Лизинг-Трейд,"corpbonds,tbank"
RU000A10CU97,ЛТрейд1P12,Лизинг-Трейд 001P-12,Лизинг-Трейд,corpbonds
RU000A102B97,ВитаЛ 1Р02,Вита Лайн 001Р-02,Вита Лайн,"corpbonds,tbank"
RU000A103943,Аэрофл БО1,Аэрофлот-росс.авиалин.ПАО БО-1,Аэрофлот,"corpbonds,tbank"
RU000A10BGJ4,Аэрофл2Б01,Аэрофлот П02-БО-01,Аэрофлот,"corpbonds,tbank"
RU000A10CS75,Аэрофл2Б02,Аэрофлот П02-БО-02,Аэрофлот,"corpbonds,tbank"
RU000A10CT33,Атомэнпр08,Атомэнергопром АО 001Р-08,Атомэнергопром,"corpbonds,tbank"
RU000A10C6L5,Атомэнпр07,Атомэнергопром АО 001Р-07,Атомэнергопром,"corpbonds,tbank"
RU000A10C3M0,Атомэнпр06,Атомэнергопром АО 001Р-06,Атомэнергопром,"corpbonds,tbank"
RU000A10BFG2,Атомэнпр05,Атомэнергопром АО 001Р-05,Атомэнергопром,"corpbonds,tbank"
RU000A10B3A6,Атомэнп04,Атомэнергопром АО 001Р-04,Атомэнергопром,"corpbonds,tbank"
RU000A109UD7,Атомэнпр03,Атомэнергопром АО 001Р-03,Атомэнергопром,"corpbonds,tbank"
RU000A103AT8,sАтомэнп01,Атомэнергопром АО 001Р-01,Атомэнергопром,"corpbonds,tbank"
RU000A105K85,sАтомэнп02,Атомэнергопром АО 001Р-02,Атомэнергопром,"corpbonds,tbank"
